date,speaker,website,link,story_id,story,story_long,position
05.05,Тарас Кремінь,Цензор,http://ua.censor.net.ua/news/387424/zakon_pro_sotsialnyyi_zahyst_rezervistiv_pidtrymaye_dobrovoltsiv_ato_taras_kremin,73,Закон про соціальний захист резервістів підтримає добровольців АТО,Закон про соціальний захист резервістів підтримає добровольців АТО,2
05.07,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/396118/narodnyyi_front_vymagaye_negayino_pryyinyaty_zakon_pro_spetskonfiskatsiyu_burbak,128,"""НФ"" вимагає негайно ухвалити закон про спецконфіскацію","""Народний фронт"" вимагає негайно ухвалити закон про спецконфіскацію",2
05.07,Андрій Тетерук,Цензор,http://ua.censor.net.ua/video_news/396111/onyschenka_kryshuvala_odna_z_parlamentskyh_fraktsiyi_teteruk_video,131,"Онищенка ""кришувала"" одна з парламентських фракцій","Онищенка ""кришувала"" одна з парламентських фракцій",2
05.09,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/404583/u_kerivnykiv_batkivschyny_ta_opobloku_odnakovi_tezy_burbak,169,"У керівників ""Батьківщини"" та Опоблоку однакові тези","У керівників ""Батьківщини"" та Опоблоку однакові тези",2
05.09,Максим Бурбак,Цензор,http://censor.net.ua/news/404678/narodnyyi_front_trebuet_vydvoreniya_za_predely_ukrainy_rossiyiskogo_propagandista_shuvalova,170,«НФ» вимагає видворення за межі України російського пропагандиста Шувалова,«Народний фронт» вимагає видворення за межі України російського пропагандиста Шувалова,2
05.09,Максим Бурбак,Цензор,http://censor.net.ua/news/404521/nujno_privlech_k_otvetstvennosti_deputatov_sotrudnichavshih_s_rossiyiskimi_propagandistami_burbak,171,"Треба притягнути до відповідальності народних депутатів, які співпрацювали з російськими пропагандистами","Треба притягнути до відповідальності народних депутатів, які співпрацювали з російськими пропагандистами",2
05.09,Антон Геращенко,Цензор,http://ua.censor.net.ua/news/404579/deputaty_narodnogo_frontu_vymagayut_pereviryty_diyalnist_kremlivskyh_propagandystiv_na_telekanali_inter,172,"Потрібно з'ясувати, ким насправді керується та фінансується телеканал ""Інтер""","Потрібно з'ясувати, ким насправді керується та фінансується телеканал ""Інтер""",2
07.07,Микола Княжицький,Цензор,http://ua.censor.net.ua/news/396468/pryyizd_kerri_svidchyt_pro_posylennya_uvagy_ssha_do_ukrayiny_i_shidnoyi_yevropy_knyajytskyyi,132,Приїзд Керрі засвідчує посилення американської уваги до України та Східної Європи,Приїзд Керрі засвідчує посилення американської уваги до України та Східної Європи,2
07.07,Тетяна Чорновол,Цензор,http://ua.censor.net.ua/news/396493/prezydent_maye_perekonaty_deputativ_konfiskuvaty_vkradene_yanukovychem_chornovol,133,Президент має переконати депутатів конфіскувати вкрадене Януковичем,Президент має переконати депутатів конфіскувати вкрадене Януковичем,2
07.09,Ігор Лапін,Цензор,http://ua.censor.net.ua/news/404935/potribno_zaboronyty_na_zakonodavchomu_rivni_ponyattya_lnr_i_dnr_nardep_lapin,173,Ігор Лапін пропонує законодавчо заборонити пропаганду терористичних організацій,Ігор Лапін пропонує законодавчо заборонити пропаганду терористичних організацій,2
07.09,Людмила Денисова,Цензор,http://ua.censor.net.ua/news/404953/narodnyyi_front_proponuye_polovynu_vkradenyh_yanukovychem_grosheyi_viddaty_armiyi_inshu_pensioneram,174,"""НФ"" пропонує половину грошей Януковича віддати армії, іншу – пенсіонерам і бюджетникам","""Народний фронт"" пропонує половину грошей Януковича віддати армії, іншу – пенсіонерам і бюджетникам",2
07.09,Максим Бурбак,Цензор,http://censor.net.ua/video_news/404913/ya_prizyvayu_leschenko_slojit_deputatskie_polnomochiya_burbak_video,175,"Лещенко має скласти депутатський мандат, як вимагав від інших","Лещенко має скласти депутатський мандат, як вимагав від інших",2
08.07,Вадим Кривенко,Цензор,http://ua.censor.net.ua/news/396622/vydobutok_burshtynu_maye_kontrolyuvatysya_derjavoyu_nardep_kryvenko,134,Видобуток бурштину має контролюватися державою,Видобуток бурштину має контролюватися державою,2
08.07,Данило Лубківський,Цензор,http://censor.net.ua/news/396627/ukraina_doljna_podnyat_vopros_ob_otkrytosti_dlya_nee_dvereyi_nato_na_sammite_alyansa_v_varshave_lubkivskiyi,135,Україна повинна підіймати питання членства в НАТО,Україна повинна підіймати питання членства в НАТО,2
08.07,Констянтин Матейченко,Цензор,http://ua.censor.net.ua/news/396641/tymoshenko_vzyalasya_dyskredytuvaty_nashyh_viyiskovyh_pered_mojlyvym_nastupom_rosiyi_mateyichenko,136,Тимошенко взялася дискредитувати наших військових перед можливим наступом Росії,Тимошенко взялася дискредитувати наших військових перед можливим наступом Росії,2
08.09,Юрій Береза,Цензор,http://ua.censor.net.ua/video_news/405058/narodnym_balalayechnykam_kanalu_inter_nf_podaruvav_balalayiky_proektam_rosiyi_v_radi_video,176,"Депутати ""Народного фронту"" вручили Капліну і Ко балалайки","Депутати ""Народного фронту"" вручили Капліну і Ко балалайки",2
09.08,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/401064/prykro_scho_vykonavtsyamy_zamovlennya_z_kremlya_chasto_stayut_ukrayinski_jurnalisty_syumar,152,Профільний комітет на своєму засіданні розгляне скандальну ситуацію з узгодженням сюжетів з сепаратистами на українському телебаченні,Профільний комітет на своєму засіданні розгляне скандальну ситуацію з узгодженням сюжетів з сепаратистами на українському телебаченні,2
10.03,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/378478/myach_na_poli_prezydenta_i_koalitsiyi_yaki_povynni_vzyaty_na_sebe_politychnu_vidpovidalnist_burbak_pro,22,"Від волі Президента залежить, чи країна продовжує реформи, чи стає на паузу","Від волі Президента залежить, чи країна продовжує реформи, чи стає на паузу",2
10.05,Микола Княжицький,Цензор,http://censor.net.ua/news/387812/rossiyiskaya_propaganda_i_nezakonnyyi_turizm_na_vremenno_okkupirovannyh_territoriyah_ukrainy_doljny,74,Російську пропаганду в Україні слід припинити,Російську пропаганду в Україні слід припинити,2
10.05,Сергій Пашинський,Цензор,http://ua.censor.net.ua/news/387808/potribno_nevidkladno_vydilyty_koshty_na_derjavne_oboronne_zamovlennya_inakshe_u_kyyevi_budut_parady,76,"Потрібно невідкладно виділити кошти на оборонне замовлення, або в Києві будуть паради, як в Донецьку","Потрібно невідкладно виділити кошти на державне оборонне замовлення, або в Києві будуть паради, як в Донецьку",2
10.06,Леонід Ємець,Цензор,http://ua.censor.net.ua/news/392766/rishennya_ks_pro_neobmejeni_pensiyi_suddiv_koshtuvatyme_ukrayintsyam_desyatky_milyioniv_gryven_na_rik,101,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,2
11.04,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/383692/rada_zavtra_povynna_progolosuvaty_vsi_kadrovi_rishennya_koalitsiya_genprokuror_kabmin_burbak,56,"""НФ"" пропонує у вівторок вирішити усі кадрові питання","""Народний фронт"" пропонує у вівторок вирішити усі кадрові питання",2
11.04,Остап Семерак,Цензор,http://ua.censor.net.ua/news/383794/my_budemo_stejyty_za_tym_schob_mriya_putina_pro_normalizatsiyu_vidnosyn_iz_ukrayinoyu_ne_zdiyisnylasya,57,"Мрія Путіна про ""нормалізацію"" стосунків з Україною не здійсниться","Ми слідкуватимемо за тим, щоб мрія Путіна про ""нормалізацію"" стосунків з Україною не здійснилася",2
11.05,Юрій Тимошенко,Цензор,http://ua.censor.net.ua/news/387962/lutsenko_na_posadi_genprokurora_zmoje_pokaraty_vynnyh_u_zlochynah_proty_mayidanu_yuriyi_tymoshenko,77,Справа честі нового Генпрокурора - покарати винних у злочинах проти активістів Майдану,Справа честі нового Генпрокурора - покарати винних у злочинах проти активістів Майдану,2
11.07,Сергій Пашинський,Цензор,http://ua.censor.net.ua/video_news/396929/z_konfiskovanyh_koshtiv_yanukovycha_10_mlrd_grn_pide_na_oboronu_18_na_sotsialni_vytraty_pashynskyyi,138,"Із конфіскованих коштів Януковича 10 мільярдів піде на оборону, 18 - на соціальні видатки","Із конфіскованих коштів Януковича 10 мільярдів піде на оборону, 18 - на соціальні видатки",2
11.08,Народний фронт,Цензор,http://censor.net.ua/news/401376/na_rossiyiskuyu_provokatsiyu_nujno_reagirovat_adekvatno_ne_poddavayas_na_shantaj_narodnyyi_front,153,"На російську провокацію треба реагувати адекватно, не піддаючись шантажу","На російську провокацію треба реагувати адекватно, не піддаючись шантажу",2
12.04,Дмитро Сторожук,Цензор,http://ua.censor.net.ua/news/383949/rada_golosuvatyme_paketom_za_vidstavku_yatsenyuka_i_pryznachennya_groyismana_nardep_storojuk,59,Голосувати за відставку та призначення нового прем'єр-міністра потрібно однією постановою,"""Народний фронт"" пропонує голосувати за відставку та призначення нового прем'єр-міністра однією постановою",2
12.04,Тетяна Чорновол,Цензор,http://ua.censor.net.ua/news/383918/narodnyyi_front_zaklykaye_pidtrymaty_zakonoproekt_dlya_zabezpechennya_potreb_armiyi_yakyyi_usuvaye_koruptsiyini,60,"""НФ"" закликає підтримати проект для забезпечення потреб армії, який усуває корупційні ризики","""Народний фронт"" закликає підтримати законопроект для забезпечення потреб армії, який усуває корупційні ризики",2
12.05,Народний фронт,Цензор,http://censor.net.ua/news/388204/direktor_evropeyiskogo_departamenta_mvf_kabmin_yatsenyuka_ochen_horosho_rukovodil_situatsieyi,79,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,2
12.05,Сергій Висоцький,Цензор,http://ua.censor.net.ua/news/388165/obshuky_ta_areshty_krymskyh_tatar_u_bahchysarayi_tse_prodovjennya_rosiyeyu_stalinskyh_represiyi_vysotskyyi,80,Обшуки та арешти кримських татар — це продовження Росією сталінських репресій,Обшуки та арешти кримських татар у Бахчисараї — це продовження Росією сталінських репресій,2
12.07,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/397085/parlament_povynen_provesty_ostanniyi_sesiyinyyi_tyjden_maksymalno_efektyvno_burbak,139,Парламент має провести останній сесійний тиждень максимально ефективно,Парламент має провести останній сесійний тиждень максимально ефективно,2
12.07,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/397083/burbak_agresyvni_populisty_diyut_za_stsenariyem_napysanym_u_kremli,140,"Агресивні популісти діють за сценарієм, написаним у Кремлі ","Агресивні популісти діють за сценарієм, написаним у Кремлі ",2
12.08,Арсеній Яценюк,Цензор,http://ua.censor.net.ua/news/401466/yatsenyuk_zustrinetsya_z_tuskom_u_zakrytomu_formati_v_bryusseli,154,"Яценюк зустрінеться з Туском у ""закритому форматі"" в Брюсселі","Яценюк зустрінеться з Туском у ""закритому форматі"" в Брюсселі",2
13.04,Андрій Тетерук,Цензор,http://ua.censor.net.ua/news/384234/narodnyyi_front_za_paketne_golosuvannya_schodo_kabminu_groyismana_teteruk,61,«НФ» затвердив своїх кандидатів до нового Уряду,«Народний фронт» затвердив своїх кандидатів до нового Уряду,2
13.04,Дмитро Сторожук,Цензор,http://ua.censor.net.ua/news/384153/prorosiyiski_oligarhy_rukamy_marionetok_vedut_brudnu_kampaniyu_proty_yatsenyuka_narodnyyi_front,62,Проросійські олігархи руками маріонеток ведуть брудну кампанію проти Арсенія Яценюка,Проросійські олігархи руками маріонеток ведуть брудну кампанію проти Арсенія Яценюка,2
13.04,Олександр Сочка,Цензор,http://ua.censor.net.ua/news/384102/u_narodnomu_fronti_uzgodjeno_vsi_pytannya_schodo_novogo_uryadu_deputat_sochka,64,«НФ» узгодив всі питання щодо нового уряду,«Народний фронт» узгодив всі питання щодо нового уряду,2
13.06,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/393192/narodnyyi_front_vymagaye_progolosuvaty_v_chetver_zakonoproekt_pro_spetskonfiskatsiyi_koshtiv_yanukovycha,104,"""НФ"" вимагає проголосувати в четвер законопроект про спецконфіскацію коштів Януковича","""Народний фронт"" вимагає проголосувати в четвер законопроект про спецконфіскацію коштів Януковича",2
13.07,Віктор Єленський,Цензор,http://ua.censor.net.ua/video_news/397203/yelenskyyi_fsbeshni_popy_prykryvayut_ryasamy_kremlivski_proekty_z_destabilizatsiyi_ukrayiny_video,141,ФСБешні попи прикривають рясами кремлівські проекти з дестабілізації України,ФСБешні попи прикривають рясами кремлівські проекти з дестабілізації України,2
13.09,Народний фронт,Цензор,http://censor.net.ua/news/405768/narodnyyi_front_prizyvaet_prezidenta_vzyat_pod_lichnyyi_kontrol_rassledovanie_antiukrainskoyi_deyatelnosti,177,"""НФ"" закликає Президента взяти під особистий контроль розслідування антиукраїнської діяльності ""Інтера""","""Народний фронт"" закликає Президента взяти під особистий контроль розслідування антиукраїнської діяльності ""Інтера""",2
14.03,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/384327/nf_napolyagatyme_na_prodovjenni_reform_uryadu_yatsenyuka_burbak,24,"У ""Народного Фронту"" є два варіанти виходу з політичної кризи","У ""Народного Фронту"" є два варіанти виходу з політичної кризи",2
14.06,Андрій Помазанов,Цензор,http://censor.net.ua/news/393338/davlenie_kaplina_na_ukrgazdobychu_zakazano_kremlem_deputat_pomazanov,106,Тиск Капліна на «Укргазвидобування» замовлений Кремлем,Тиск Капліна на «Укргазвидобування» замовлений Кремлем,2
14.06,Народний фронт,Цензор,http://ua.censor.net.ua/news/393365/postanova_regionaliv_proty_petrenka_nayikrascha_otsinka_yiogo_efektyvnyh_diyi_narodnyyi_front,107,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,2
14.07,Юрій Береза,Цензор,http://ua.censor.net.ua/news/397341/zayavy_leschenka_pro_dobrobaty_ye_absolyutno_shkidlyvymy_v_umovah_aktyvizatsiyi_viyisk_rf_na_donbasi,143,Лещенко також взявся за дискредитацію українських військових,Лещенко також взявся за дискредитацію українських військових,2
15.03,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/379309/lobisty_simyi_yanukovycha_v_radi_blokuyut_povernennya_vkradenyh_nym_2_mlrd_do_derjbyudjetu_syumar,27,Лобісти «сім`ї» Януковича у парламенті блокують повернення вкрадених ним коштів до Державного бюджету,Лобісти «сім`ї» Януковича у парламенті блокують повернення вкрадених ним коштів до Державного бюджету,2
15.03,Сергій Пашинський,Цензор,http://ua.censor.net.ua/video_news/379190/zakon_pro_spetskonfiskatsiyu_rozroblenyyi_z_urahuvannyam_dosvidu_ponad_20_yevropeyiskyh_krayin_pashynskyyi,28,Закон про спецконфіскацію розроблено з урахуванням досвіду понад 20 європейських країн,Закон про спецконфіскацію розроблено з урахуванням досвіду понад 20 європейських країн,2
15.04,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/384533/syumar_groyismanu_duje_hotilosya_b_pobachyty_konkretnyyi_plan_reform_novogo_uryadu_z_chitkymy_terminamy,67,Новий Уряд повинен показати конкретний план реформ з чіткими термінами їх виконання,Новий Уряд повинен показати конкретний план реформ з чіткими термінами їх виконання,2
15.05,Арсеній Яценюк,Цензор,http://ua.censor.net.ua/photo_news/388529/kult_nasylstva_tryvaye_u_krymu_ta_na_okupovanyh_terytoriyah_donbasu_yatsenyuk_ushanuvav_pamyat_jertv,82,"Арсеній Яценюк, депутати з «НФ» та члени Уряду вшанували пам'ять жертв політичних репресій","Арсеній Яценюк, депутати з «Народного фронту» та члени Уряду вшанували пам'ять жертв політичних репресій",2
15.06,Леонід Ємець,Цензор,http://censor.net.ua/news/393449/protivniki_zakona_o_lyustratsii_hotyat_vernut_v_ukrainu_yanukovicha_i_ego_posobnikov_emets,109,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,2
15.09,Андрій Помазанов,Цензор,http://ua.censor.net.ua/news/406155/sbu_sabotuye_rozsliduvannya_diyalnosti_stolyarovoyi_i_shuvalova_narodnyyi_front_zvernuvsya_do_prezydenta,178,СБУ має негайно розслідувати діяльність російських пропагандистів в Україні,СБУ має негайно розслідувати діяльність російських пропагандистів в Україні,2
15.09,Леонід Ємець,Цензор,http://ua.censor.net.ua/news/406207/narodnyyi_front_vyklyuchaye_obgovorennya_v_radi_osoblyvogo_statusu_donbasu_do_povnogo_vykonannya_minska,179,"До повного виконання Мінських домовленостей ""НФ"" не починатиме розмови щодо особливого статусу Донбасу","До повного виконання Мінських домовленостей ""Народний фронт"" не починатиме розмови щодо особливого статусу Донбасу",2
15.09,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/406142/namagannya_dyskredytuvaty_ministra_mvs_avakova_tse_pomsta_narodnomu_frontu_za_pozytsiyu_schodo_firtasha,180,"Політичні спекуляції проти Авакова – це помста за жорстку позицію ""НФ"" щодо російської агентури в Україні","Політичні спекуляції проти Авакова – це помста за жорстку позицію ""НФ"" щодо російської агентури в Україні",2
16.05,Народний фронт,Цензор,http://ua.censor.net.ua/news/388719/narodnyyi_front_zaklykaye_kabmin_vydilyty_koshty_na_derjavne_oboronne_zamovlennya,83,"""НФ"" закликає Уряд виділити кошти на державне оборонне замовлення","""Народний фронт"" закликає Уряд виділити кошти на державне оборонне замовлення",2
16.06,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/393662/zakon_pro_zbilshennya_kilkosti_ukrayinskoyi_muzyky_v_efiri_zapustyt_tsilyyi_plast_natsionalnoyi_kultury,110,"Верховна Рада ухвалила законопроект, який збільшить український контент в радіоефірі","Верховна Рада ухвалила законопроект, який збільшить український контент в радіоефірі",2
16.06,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/393677/narodnyyi_front_vidmovlyayetsya_golosuvaty_v_radi_do_rozglyadu_zakonoproektu_pro_spetskonfiskatsiyu,111,"«НФ» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори","«Народний фронт» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори",2
17.05,Євген Дейдей,Цензор,http://ua.censor.net.ua/news/388854/sbu_i_gpu_povynni_rozsliduvaty_antyderjavnu_diyalnist_lovochkina_deyideyi,84,СБУ і ГПУ повинні розслідувати антидержавну діяльність Льовочкіна,СБУ і ГПУ повинні розслідувати антидержавну діяльність Льовочкіна,2
17.06,Ігор Гузь,Цензор,http://ua.censor.net.ua/news/393830/na_karykaturnyyi_putinskyyi_forum_u_peterburzi_mojut_poyihaty_lyshe_politychni_luzery_deputat_guz,113,На карикатурний путінський форум у Петербурзі можуть поїхати лише політичні лузери,На карикатурний путінський форум у Петербурзі можуть поїхати лише політичні лузери,2
17.06,Леонід Ємець,Цензор,http://censor.net.ua/news/393849/narodnyyi_front_razrabatyvaet_zakonoproekt_ob_otkrytyh_izbiratelnyh_spiskah_emets,114,"""НФ"" розробляє законопроект про відкриті виборчі списки","""Народний фронт"" розробляє законопроект про відкриті виборчі списки",2
17.08,Арсеній Яценюк,Цензор,http://censor.net.ua/news/402097/otvet_na_rossiyiskuyu_agressiyu_jestkaya_diplomaticheskaya_pozitsiya_sanktsii_i_silnye_voorujennye_sily,156,"Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили","Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили",2
18.03,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/379789/koalitsiya_v_radi_ye_vajlyve_golosuvannya_za_spetskonfiskatsiyu_tse_pokazalo_burbak,35,"""НФ"" підтримуватиме ініціативу Президента щодо відставки Генпрокурора","""Народний фронт"" підтримуватиме ініціативу Президента щодо відставки Генпрокурора",2
18.03,Народний фронт,Цензор,http://ua.censor.net.ua/news/380272/narodnyyi_front_prosyt_prezydenta_i_fraktsiyu_bpp_vyznachytysya_z_kandydaturamy_na_posadu_premyerministra,36,Країна досі не почула альтернативи нинішньому уряду,Країна досі не почула альтернативи нинішньому уряду,2
18.04,Сергій Пашинський,Цензор,http://ua.censor.net.ua/video_news/384933/pashynskyyi_initsiyuye_povernennya_vidpovidalnosti_za_naklep_video,68,Політики мають нести відповідальність за популізм та демагогію,Політики мають нести відповідальність за популізм та демагогію,2
18.04,Сергій Пашинський,Цензор,http://ua.censor.net.ua/news/384922/pashynskyyi_proponuye_povernuty_vidpovidalnist_za_naklep,68,Політики мають нести відповідальність за популізм та демагогію,Політики мають нести відповідальність за популізм та демагогію,2
19.04,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/385086/narodnyyi_front_zaklykaye_svitovu_spilnotu_vystupyty_na_pidtrymku_medjlisu_burbak,69,«НФ» закликає світову спільноту виступити на підтримку Меджлісу,«Народний фронт» закликає світову спільноту виступити на підтримку Меджлісу,2
19.07,Ігор Жданов,Цензор,http://ua.censor.net.ua/news/398050/mok_povynen_usunuty_zbirnu_rosiyi_vid_uchasti_v_olimpiadi_ministr,145,МОК має відсторонити збірну Росії від участі в Олімпіаді,МОК має відсторонити збірну Росії від участі в Олімпіаді,2
19.08,Народний фронт,Цензор,http://ua.censor.net.ua/news/402440/narodnyyi_front_vymagaye_vid_sbu_rozsliduvaty_diyalnist_rosiyiskoyi_propagandystky_stolyarovoyi_zayava,158,"""НФ"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової","""Народний фронт"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової",2
19.09,Арсеній Яценюк,Цензор,http://ua.censor.net.ua/news/406621/nf_zareyestruvav_u_radi_postanovu_pro_vyznannya_nelegitymnosti_vyboriv_u_derjdumu_rf_yatsenyuk,181,"Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради","Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради",2
19.09,Наталія Кацер-Бучковська,Цензор,http://ua.censor.net.ua/news/406681/uryad_povynen_negayino_provesty_spilne_zasidannya_zi_svitovym_bankom_i_yebrr_schodo_ukrtransgazu_katserbuchkovska,186,У «НФ» закликають Уряд негайно провести спільне засідання зі Світовим банком і ЄБРР щодо «Укртрансгазу»,У «Народному фронті» закликають Уряд негайно провести спільне засідання зі Світовим банком і ЄБРР щодо «Укртрансгазу»,2
20.04,Ігор Гузь,Цензор,http://ua.censor.net.ua/news/385346/propozytsiya_yevrokomisiyi_pro_skasuvannya_viz_dlya_ukrayintsiv_stala_chergovym_pidtverdjennyam_uspishnoyi,70,Пропозиція Єврокомісії про скасування віз для українців стала черговим підтвердженням успішної політики Арсенія Яценюка,Пропозиція Єврокомісії про скасування віз для українців стала черговим підтвердженням успішної політики Арсенія Яценюка,2
20.09,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/406812/delegatsiya_ukrayiny_v_oon_povynna_vykorystovuvaty_vsi_zasoby_dlya_mijnarodnogo_nevyznannya_nezakonnyh,188,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,2
21.03,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/380168/tse_bajannya_vichno_unykaty_vidpovidalnosti_syumar_pro_pozytsiyu_bpp_schodo_premyerstva,38,"Заяви Луценка про те, що фракція «НФ» не підтримує «уряд реформаторів», є абсолютною дезінформацією","Заяви Юрія Луценка про те, що фракція «Народний фронт» не підтримує «уряд реформаторів», є абсолютною дезінформацією",2
21.03,Леонід Ємець,Цензор,http://ua.censor.net.ua/news/380231/zvilnennya_majora_kalynovskogo_svidchyt_pro_zberejennya_vplyvu_firtasha_na_sudy_nardep_yemets,39,Без повного перезавантаження суддівського корпусу «мажорів»-убивць і далі випускатимуть на свободу,Без повного перезавантаження суддівського корпусу «мажорів»-убивць і далі випускатимуть на свободу,2
21.03,Народний фронт,Цензор,http://ua.censor.net.ua/news/380272/narodnyyi_front_prosyt_prezydenta_i_fraktsiyu_bpp_vyznachytysya_z_kandydaturamy_na_posadu_premyerministra,40,«НФ» просить Президента і фракцію БПП визначитися з кандидатурами на посаду прем’єр-міністра та міністрів,«Народний фронт» просить Президента і фракцію БПП визначитися з кандидатурами на посаду прем’єр-міністра та міністрів,2
21.09,Максим Бурбак,Цензор,http://ua.censor.net.ua/news/407085/golovne_zavdannya_poroshenka_na_genasambleyi_oon_kolektyvnyyi_tysk_na_rosiyu_burbak,188,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,2
21.09,Леонід Ємець,Цензор,http://ua.censor.net.ua/news/406975/novyyi_zakon_pro_spetskonfiskatsiyu_rozroblyaly_spilno_kabmin_i_narodni_deputaty_yemets,189,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,2
22.06,Георгій Логвинський,Цензор,http://ua.censor.net.ua/news/394487/ukrayinski_spetsslujby_mayut_vjyty_zahodiv_schodo_finansovanyh_kremlem_provokatoriv_iz_ssha_logvynskyyi,117,Українські спецслужби мають вжити заходів до російських провокаторів із США,Українські спецслужби мають вжити заходів до російських провокаторів із США,2
22.07,Народний фронт,Цензор,http://ua.censor.net.ua/news/398616/narodnyyi_front_rozcharovanyyi_rishennyam_seyimu_polschi_schodo_podiyi_volynskoyi_tragediyi_i_zaklykaye,146,«НФ» розчарований рішенням Сейму і закликає не політизувати трагедії минулого,«Народний фронт» розчарований рішенням Сейму і закликає не політизувати трагедії минулого,2
22.07,Юрій Береза,Цензор,http://censor.net.ua/news/398491/moskva_i_populisty_pytayutsya_sorvat_obustroyistvo_ukrainskoyi_granitsy_yuriyi_bereza,147,Москва і популісти намагаються зірвати облаштування українського кордону,Москва і популісти намагаються зірвати облаштування українського кордону,2
22.09,Арсеній Яценюк,Цензор,http://ua.censor.net.ua/news/407195/pidtrymanyyi_kongresmenamy_ssha_zakon_pryamo_peredbachaye_nadannya_ukrayini_letalnoyi_oboronnoyi_zbroyi,190,Підтриманий конгресменами США закон прямо передбачає надання Україні летальної оборонної зброї,Підтриманий конгресменами США закон прямо передбачає надання Україні летальної оборонної зброї,2
23.05,Олена Масоріна,Цензор,http://ua.censor.net.ua/news/389777/yakscho_ukrayina_vykonala_formalni_vymogy_schodo_bezvizovogo_rejymu_lideram_krayinchleniv_yes_bude_duje,94,"Завдяки Яценюку Україна виконала вимоги для безвізового режиму з ЄС, і це головне для його отримання","Завдяки Яценюку Україна виконала вимоги для безвізового режиму з ЄС, і це головне для його отримання",2
23.09,Вікторія Сюмар,Цензор,http://ua.censor.net.ua/news/407339/uryad_povynen_daty_politychnu_otsinku_galmuvannyu_konfiskatsiyi_aktyviv_yanukovycha_syumar,191,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,2
24.05,Лілія Гриневич,Цензор,http://ua.censor.net.ua/news/389914/zmist_nashoyi_osvity_beznadiyino_zastariv_grynevych,97,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,2
26.01,Максим Бурбак,Цензор,http://censor.net.ua/blogs/1659/zayava_frakts_narodniyi_front,4,"«НФ» підтримає зміни до Конституції, якщо РФ виконає базові принципи Мінських угод","«Народний фронт» підтримає зміни до Конституції, якщо РФ виконає базові принципи Мінських угод",2
26.08,Олександр Дроздик,Цензор,http://censor.net.ua/news/403286/esli_psihiatricheskaya_ekspertiza_priznaet_kaplina_vmenyaemym_im_doljna_zanyatsya_sbu_nardep_drozdik,161,"Якщо психіатрична експертиза визнає Капліна осудним, ним має зайнятися СБУ","Якщо психіатрична експертиза визнає Капліна осудним, ним має зайнятися СБУ",2
